,Mkt-RF,SMB,HML,RF,WML
1987-05-01,0.0011,-0.0053,0.0022,0.0038,-0.0077
1987-06-01,0.0391,-0.0203,0.0113,0.0048,-0.0022
1987-07-01,0.0384,-0.005699999999999999,0.009399999999999999,0.0046,0.025699999999999997
1987-08-01,0.0352,-0.0085,-0.0098,0.004699999999999999,-0.0095
1987-09-01,-0.0258,0.0058,0.0026,0.0045000000000000005,0.008100000000000001
1987-10-01,-0.23190000000000002,-0.0827,0.0418,0.006,-0.07719999999999999
1987-11-01,-0.0776,0.0268,0.031400000000000004,0.0034999999999999996,-0.0123
1987-12-01,0.0682,0.0003,-0.044199999999999996,0.0039000000000000003,0.0587
1988-01-01,0.0421,-0.0075,0.0493,0.0029,-0.0736
1988-02-01,0.04769999999999999,0.0333,-0.015300000000000001,0.0046,-0.0147
1988-03-01,-0.0226,0.0601,0.0086,0.0044,0.0060999999999999995
1988-04-01,0.005699999999999999,0.0091,0.0151,0.0046,0.022000000000000002
1988-05-01,-0.0027,-0.0254,0.024399999999999998,0.0051,0.0063
1988-06-01,0.0478,0.0202,-0.013500000000000002,0.0049,-0.0302
1988-07-01,-0.0125,-0.0023,0.0218,0.0051,0.006500000000000001
1988-08-01,-0.0331,0.0007000000000000001,0.021400000000000002,0.0059,0.0036
1988-09-01,0.0331,-0.0134,-0.0075,0.0062,0.0028000000000000004
1988-10-01,0.0116,-0.0292,0.0203,0.0060999999999999995,0.0131
1988-11-01,-0.0227,-0.016399999999999998,0.0147,0.005699999999999999,0.002
1988-12-01,0.0148,0.0189,-0.0183,0.0063,0.0032
1989-01-01,0.060700000000000004,-0.0219,0.0060999999999999995,0.0055000000000000005,-0.0023
1989-02-01,-0.0223,0.0281,0.009899999999999999,0.0060999999999999995,0.0101
1989-03-01,0.015700000000000002,0.0067,0.004699999999999999,0.0067,0.0349
1989-04-01,0.0435,-0.0067,-0.0148,0.0067,0.018000000000000002
1989-05-01,0.032799999999999996,-0.0009,-0.009000000000000001,0.0079,0.014199999999999999
1989-06-01,-0.013300000000000001,-0.0097,0.022099999999999998,0.0070999999999999995,0.004
1989-07-01,0.0718,-0.041100000000000005,-0.027999999999999997,0.006999999999999999,0.053200000000000004
1989-08-01,0.0143,0.005699999999999999,0.0062,0.0074,-0.005
1989-09-01,-0.0076,0.003,-0.0127,0.006500000000000001,0.0349
1989-10-01,-0.0365,-0.032400000000000005,-0.0116,0.0068000000000000005,0.013600000000000001
1989-11-01,0.0104,-0.011899999999999999,-0.0113,0.0069,0.026699999999999998
1989-12-01,0.0118,-0.023700000000000002,0.0015,0.0060999999999999995,0.0276
1990-01-01,-0.078,-0.011399999999999999,0.0083,0.005699999999999999,-0.029900000000000003
1990-02-01,0.011200000000000002,0.0097,0.006500000000000001,0.005699999999999999,-0.0051
1990-03-01,0.0183,0.0147,-0.028999999999999998,0.0064,0.0173
1990-04-01,-0.0336,-0.004699999999999999,-0.025699999999999997,0.0069,0.0231
1990-05-01,0.0843,-0.0256,-0.038900000000000004,0.0068000000000000005,0.0311
1990-06-01,-0.0109,0.013500000000000002,-0.02,0.0063,0.025099999999999997
1990-07-01,-0.019,-0.0308,-0.0006,0.0068000000000000005,0.0604
1990-08-01,-0.1012,-0.035,0.015600000000000001,0.0066,0.0196
1990-09-01,-0.0611,-0.0364,0.0059,0.006,0.0572
1990-10-01,-0.0192,-0.0552,0.0008,0.0068000000000000005,0.06709999999999999
1990-11-01,0.0635,0.0042,-0.0297,0.005699999999999999,-0.0546
1990-12-01,0.0246,0.0079,-0.015700000000000002,0.006,0.0022
1991-01-01,0.046900000000000004,0.0378,-0.0148,0.0052,-0.0645
1991-02-01,0.0719,0.0401,-0.0062,0.0048,-0.049
1991-03-01,0.026600000000000002,0.0388,-0.013000000000000001,0.0044,0.0274
1991-04-01,-0.0028000000000000004,0.005,0.0149,0.0053,-0.0233
1991-05-01,0.0366,-0.0039000000000000003,-0.0052,0.004699999999999999,-0.001
1991-06-01,-0.049400000000000006,0.0018,0.0108,0.0042,0.0042
1991-07-01,0.0424,-0.0097,-0.013000000000000001,0.0049,0.0425
1991-08-01,0.0232,0.0158,-0.0079,0.0046,0.0158
1991-09-01,-0.0159,0.0168,-0.0123,0.0046,0.0173
1991-10-01,0.0129,0.0077,-0.0043,0.0042,0.0318
1991-11-01,-0.042,-0.0051,-0.0177,0.0039000000000000003,0.0118
1991-12-01,0.1085,-0.0226,-0.042300000000000004,0.0038,0.0827
1992-01-01,-0.0059,0.0848,0.0467,0.0034000000000000002,-0.025099999999999997
1992-02-01,0.0108,0.0083,0.06509999999999999,0.0028000000000000004,-0.0069
1992-03-01,-0.0265,-0.0097,0.0349,0.0034000000000000002,-0.0023
1992-04-01,0.0109,-0.061200000000000004,0.0436,0.0032,-0.025099999999999997
1992-05-01,0.003,0.0040999999999999995,0.0111,0.0028000000000000004,0.0007000000000000001
1992-06-01,-0.0233,-0.031,0.032400000000000005,0.0032,-0.005699999999999999
1992-07-01,0.0378,-0.0045000000000000005,-0.0051,0.0031,0.015300000000000001
1992-08-01,-0.023799999999999998,-0.001,-0.0109,0.0026,-0.0048
1992-09-01,0.011899999999999999,0.0055000000000000005,-0.0019,0.0026,0.0141
1992-10-01,0.0102,0.021099999999999997,-0.019799999999999998,0.0023,0.0258
1992-11-01,0.0414,0.0368,-0.0152,0.0023,-0.0024
1992-12-01,0.015300000000000001,0.0165,0.0264,0.0028000000000000004,0.0446
1993-01-01,0.009300000000000001,0.0189,0.059000000000000004,0.0023,0.0484
1993-02-01,0.0012,-0.0339,0.06480000000000001,0.0022,0.031200000000000002
1993-03-01,0.0232,0.0029,0.0126,0.0025,0.037200000000000004
1993-04-01,-0.0305,-0.0062,0.0255,0.0024,0.0036
1993-05-01,0.028900000000000002,0.0206,-0.0346,0.0022,0.0019
1993-06-01,0.003,-0.003,0.0264,0.0025,0.0454
1993-07-01,-0.0034000000000000002,0.0096,0.0287,0.0024,0.0323
1993-08-01,0.037200000000000004,0.0011,0.0018,0.0025,0.0259
1993-09-01,-0.0012,0.030899999999999997,-0.0024,0.0026,0.034300000000000004
1993-10-01,0.014199999999999999,0.0199,-0.0278,0.0022,-0.0269
1993-11-01,-0.0187,-0.0127,-0.0078000000000000005,0.0025,-0.048
1993-12-01,0.0165,0.011899999999999999,0.0025,0.0023,0.0235
1994-01-01,0.0287,0.0033,0.011000000000000001,0.0025,0.001
1994-02-01,-0.0255,0.0276,-0.0152,0.0021,-0.0037
1994-03-01,-0.0479,-0.0108,0.0167,0.0027,-0.0131
1994-04-01,0.0068000000000000005,-0.009300000000000001,0.0166,0.0027,0.0034000000000000002
1994-05-01,0.0058,-0.0209,0.006,0.0032,-0.0207
1994-06-01,-0.0304,-0.0043,0.0177,0.0031,-0.0088
1994-07-01,0.0282,-0.0181,0.0060999999999999995,0.0028000000000000004,0.0014000000000000002
1994-08-01,0.04019999999999999,0.015,-0.0255,0.0037,0.0154
1994-09-01,-0.022799999999999997,0.0304,-0.0181,0.0037,0.013300000000000001
1994-10-01,0.013500000000000002,-0.0216,-0.0166,0.0038,0.0143
1994-11-01,-0.0403,0.0028000000000000004,-0.0073,0.0037,-0.0015
1994-12-01,0.0086,0.0017000000000000001,-0.0009,0.0044,0.0345
1995-01-01,0.018000000000000002,-0.0351,0.0259,0.0042,-0.018000000000000002
1995-02-01,0.0363,-0.0060999999999999995,0.009899999999999999,0.004,-0.0046
1995-03-01,0.0219,-0.002,-0.0213,0.0046,0.0042
1995-04-01,0.021099999999999997,-0.0051,0.0167,0.0044,0.0179
1995-05-01,0.028999999999999998,-0.0253,0.022799999999999997,0.0054,-0.0055000000000000005
1995-06-01,0.027200000000000002,0.0317,-0.0254,0.004699999999999999,0.030299999999999997
1995-07-01,0.0371,0.0209,-0.0158,0.0045000000000000005,0.0252
1995-08-01,0.0055000000000000005,0.0131,0.0268,0.004699999999999999,0.0014000000000000002
1995-09-01,0.0336,-0.0216,-0.0011,0.0043,0.0287
1995-10-01,-0.0151,-0.038,-0.0049,0.004699999999999999,0.0418
1995-11-01,0.039599999999999996,-0.011200000000000002,0.0052,0.0042,-0.0072
1995-12-01,0.0104,0.0066,0.0024,0.0049,0.024900000000000002
1996-01-01,0.0226,-0.028300000000000002,0.0046,0.0043,0.0054
1996-02-01,0.013300000000000001,0.0179,-0.0105,0.0039000000000000003,0.005600000000000001
1996-03-01,0.0074,0.0143,0.0042,0.0039000000000000003,-0.018500000000000003
1996-04-01,0.0206,0.052000000000000005,-0.0397,0.0046,-0.009399999999999999
1996-05-01,0.0236,0.032,-0.009000000000000001,0.0042,0.016
1996-06-01,-0.0113,-0.04,0.0233,0.004,0.01
1996-07-01,-0.0596,-0.043,0.0519,0.0045000000000000005,-0.0014000000000000002
1996-08-01,0.0277,0.0245,-0.008199999999999999,0.0040999999999999995,-0.0002
1996-09-01,0.0501,-0.0102,-0.0274,0.0044,0.026600000000000002
1996-10-01,0.0087,-0.043899999999999995,0.048799999999999996,0.0042,0.0378
1996-11-01,0.0625,-0.0404,0.013999999999999999,0.0040999999999999995,-0.023399999999999997
1996-12-01,-0.017,0.031200000000000002,0.0128,0.0046,0.005699999999999999
1997-01-01,0.0496,-0.019299999999999998,-0.0144,0.0045000000000000005,0.0187
1997-02-01,-0.0048,-0.0316,0.056100000000000004,0.0039000000000000003,-0.0208
1997-03-01,-0.050199999999999995,-0.0033,0.0339,0.0043,0.0091
1997-04-01,0.0404,-0.0574,0.0,0.0043,0.0482
1997-05-01,0.0673,0.0512,-0.041100000000000005,0.0049,-0.0521
1997-06-01,0.040999999999999995,0.0121,0.0144,0.0037,0.0259
1997-07-01,0.0731,-0.0273,0.0013,0.0043,0.037000000000000005
1997-08-01,-0.040999999999999995,0.07150000000000001,0.0113,0.0040999999999999995,-0.026000000000000002
1997-09-01,0.053399999999999996,0.0254,0.0024,0.0044,0.0147
1997-10-01,-0.038,-0.0070999999999999995,0.0233,0.0042,-0.0053
1997-11-01,0.029900000000000003,-0.051100000000000007,0.012199999999999999,0.0039000000000000003,0.0040999999999999995
1997-12-01,0.013300000000000001,-0.0248,0.0374,0.0048,0.0392
1998-01-01,0.0015,-0.0101,-0.0168,0.0043,0.0008
1998-02-01,0.0703,0.0013,-0.009300000000000001,0.0039000000000000003,-0.012
1998-03-01,0.047599999999999996,-0.011899999999999999,0.0138,0.0039000000000000003,0.021400000000000002
1998-04-01,0.0074,0.0006,0.0103,0.0043,0.0076
1998-05-01,-0.030699999999999998,-0.034,0.0341,0.004,0.0192
1998-06-01,0.0319,-0.0317,-0.0203,0.0040999999999999995,0.0731
1998-07-01,-0.0242,-0.0483,-0.0183,0.004,0.037599999999999995
1998-08-01,-0.1605,-0.0547,0.035699999999999996,0.0043,0.0187
1998-09-01,0.061900000000000004,-0.0002,-0.0351,0.0046,-0.0063
1998-10-01,0.0698,-0.0298,-0.0233,0.0032,-0.053200000000000004
1998-11-01,0.060700000000000004,0.0126,-0.032400000000000005,0.0031,0.0113
1998-12-01,0.061500000000000006,-0.0046,-0.0425,0.0038,0.08869999999999999
1999-01-01,0.0348,0.0067,-0.0446,0.0034999999999999996,0.028300000000000002
1999-02-01,-0.0408,-0.0602,0.0195,0.0034999999999999996,-0.0007000000000000001
1999-03-01,0.0348,-0.0384,-0.026099999999999998,0.0043,-0.012199999999999999
1999-04-01,0.0434,0.038900000000000004,0.024,0.0037,-0.0888
1999-05-01,-0.0246,0.0332,0.024900000000000002,0.0034000000000000002,-0.0528
1999-06-01,0.04769999999999999,0.0323,-0.0322,0.004,0.04650000000000001
1999-07-01,-0.0349,0.0248,-0.0018,0.0038,0.017
1999-08-01,-0.0137,-0.0095,-0.019299999999999998,0.0039000000000000003,0.029300000000000003
1999-09-01,-0.0277,0.031200000000000002,-0.028999999999999998,0.0039000000000000003,0.064
1999-10-01,0.060899999999999996,-0.0694,-0.0288,0.0039000000000000003,0.053899999999999997
1999-11-01,0.0341,0.0687,-0.0565,0.0036,0.0548
1999-12-01,0.0766,0.06559999999999999,-0.0766,0.0044,0.13119999999999998
2000-01-01,-0.047400000000000005,0.0516,-0.011200000000000002,0.0040999999999999995,0.018500000000000003
2000-02-01,0.0246,0.2125,-0.0977,0.0043,0.1802
2000-03-01,0.0521,-0.1741,0.085,0.004699999999999999,-0.0684
2000-04-01,-0.0639,-0.06,0.0645,0.0046,-0.0858
2000-05-01,-0.043899999999999995,-0.0608,0.045899999999999996,0.005,-0.08929999999999999
2000-06-01,0.046799999999999994,0.12710000000000002,-0.08039999999999999,0.004,0.166
2000-07-01,-0.0248,-0.028399999999999998,0.0806,0.0048,-0.0016
2000-08-01,0.0703,-0.005,-0.0137,0.005,0.056100000000000004
2000-09-01,-0.054400000000000004,-0.0174,0.0724,0.0051,0.019299999999999998
2000-10-01,-0.0278,-0.0385,0.0558,0.005600000000000001,-0.0449
2000-11-01,-0.107,-0.0308,0.12240000000000001,0.0051,-0.0218
2000-12-01,0.0118,0.008199999999999999,0.0755,0.005,0.0665
2001-01-01,0.0325,0.0641,-0.050499999999999996,0.0054,-0.2535
2001-02-01,-0.1003,-0.006500000000000001,0.1223,0.0038,0.126
2001-03-01,-0.0725,0.0026,0.0647,0.0042,0.0862
2001-04-01,0.0793,0.005,-0.0464,0.0039000000000000003,-0.0796
2001-05-01,0.0068000000000000005,0.0248,0.0338,0.0032,0.022099999999999998
2001-06-01,-0.0194,0.0635,-0.0126,0.0028000000000000004,0.006500000000000001
2001-07-01,-0.0213,-0.0405,0.0495,0.003,0.0546
2001-08-01,-0.064,0.0219,0.0286,0.0031,0.055
2001-09-01,-0.0924,-0.0623,0.0152,0.0028000000000000004,0.114
2001-10-01,0.0248,0.07490000000000001,-0.0731,0.0022,-0.0837
2001-11-01,0.0753,-0.005699999999999999,0.0217,0.0017000000000000001,-0.0863
2001-12-01,0.0161,0.0472,0.0083,0.0015,0.0004
2002-01-01,-0.0144,0.011699999999999999,0.0342,0.0014000000000000002,0.0366
2002-02-01,-0.023,-0.0108,0.023399999999999997,0.0013,0.06849999999999999
2002-03-01,0.0424,0.0409,0.0108,0.0013,-0.0166
2002-04-01,-0.0521,0.0582,0.0401,0.0015,0.0765
2002-05-01,-0.013600000000000001,-0.0327,0.0152,0.0014000000000000002,0.031200000000000002
2002-06-01,-0.0723,0.0408,0.0037,0.0013,0.0622
2002-07-01,-0.0819,-0.0525,-0.0351,0.0015,0.0363
2002-08-01,0.005,-0.027999999999999997,0.0301,0.0014000000000000002,0.0184
2002-09-01,-0.10339999999999999,0.0242,0.0126,0.0014000000000000002,0.0901
2002-10-01,0.0784,-0.034,-0.037599999999999995,0.0014000000000000002,-0.0558
2002-11-01,0.0596,0.0326,-0.0116,0.0012,-0.16449999999999998
2002-12-01,-0.0576,-0.0004,0.021099999999999997,0.0011,0.0971
2003-01-01,-0.025699999999999997,0.0134,-0.0079,0.001,0.0154
2003-02-01,-0.018799999999999997,-0.0044,-0.013600000000000001,0.0009,0.012
2003-03-01,0.0109,0.011699999999999999,-0.021099999999999997,0.001,0.014199999999999999
2003-04-01,0.0818,0.0076,0.012199999999999999,0.001,-0.0934
2003-05-01,0.0605,0.0461,0.006999999999999999,0.0009,-0.1072
2003-06-01,0.014199999999999999,0.017,0.0014000000000000002,0.001,-0.0124
2003-07-01,0.0233,0.0493,-0.015300000000000001,0.0007000000000000001,-0.0028000000000000004
2003-08-01,0.0233,0.024399999999999998,0.016399999999999998,0.0007000000000000001,-0.0059
2003-09-01,-0.0124,0.0085,0.0014000000000000002,0.0008,-0.0007000000000000001
2003-10-01,0.0608,0.0259,0.022099999999999998,0.0007000000000000001,0.039900000000000005
2003-11-01,0.013500000000000002,0.0206,0.0172,0.0007000000000000001,0.0137
2003-12-01,0.0429,-0.0268,0.0151,0.0008,-0.0553
2004-01-01,0.0215,0.0254,0.0242,0.0007000000000000001,0.0256
2004-02-01,0.013999999999999999,-0.015700000000000002,0.0095,0.0006,-0.0118
2004-03-01,-0.0132,0.0173,0.0023,0.0009,0.002
2004-04-01,-0.0181,-0.0173,-0.0323,0.0008,-0.0533
2004-05-01,0.0118,-0.0023,-0.0018,0.0006,0.0149
2004-06-01,0.018500000000000003,0.0225,0.0121,0.0008,0.0206
2004-07-01,-0.0404,-0.037599999999999995,0.0322,0.001,-0.0223
2004-08-01,0.0007000000000000001,-0.0152,0.0109,0.0011,-0.015600000000000001
2004-09-01,0.016,0.03,-0.0007000000000000001,0.0011,0.0548
2004-10-01,0.014199999999999999,0.0013,-0.0025,0.0011,-0.0143
2004-11-01,0.0453,0.0373,0.015700000000000002,0.0015,0.030699999999999998
2004-12-01,0.0342,-0.0003,-0.0022,0.0016,-0.0285
2005-01-01,-0.0275,-0.0166,0.020499999999999997,0.0016,0.031200000000000002
2005-02-01,0.018799999999999997,-0.005699999999999999,0.0141,0.0016,0.034300000000000004
2005-03-01,-0.0194,-0.0141,0.0207,0.0021,0.0043
2005-04-01,-0.026099999999999998,-0.0393,0.0005,0.0021,-0.006999999999999999
2005-05-01,0.0365,0.0286,-0.0059,0.0024,0.0037
2005-06-01,0.0058,0.0256,0.027999999999999997,0.0023,0.0208
2005-07-01,0.0392,0.0287,-0.0078000000000000005,0.0024,0.0004
2005-08-01,-0.012,-0.010700000000000001,0.0134,0.003,0.0207
2005-09-01,0.0048,-0.0062,0.0078000000000000005,0.0029,0.0346
2005-10-01,-0.0204,-0.013000000000000001,0.0043,0.0027,-0.0118
2005-11-01,0.0361,0.0105,-0.011899999999999999,0.0031,0.0033
2005-12-01,-0.0024,-0.0044,0.0015,0.0032,0.0079
2006-01-01,0.030299999999999997,0.0546,0.009899999999999999,0.0034999999999999996,0.0253
2006-02-01,-0.003,-0.0040999999999999995,-0.0031,0.0034000000000000002,-0.0181
2006-03-01,0.0147,0.0339,0.0060999999999999995,0.0037,0.0125
2006-04-01,0.0073,-0.0138,0.0226,0.0036,0.0060999999999999995
2006-05-01,-0.0356,-0.0301,0.023799999999999998,0.0043,-0.036699999999999997
2006-06-01,-0.0034999999999999996,-0.0034999999999999996,0.0085,0.004,0.0155
2006-07-01,-0.0077,-0.0395,0.0262,0.004,-0.0204
2006-08-01,0.0203,0.009899999999999999,-0.0195,0.0042,-0.0337
2006-09-01,0.0184,-0.013000000000000001,0.0006,0.0040999999999999995,-0.0098
2006-10-01,0.0322,0.0177,-0.0033,0.0040999999999999995,-0.0027
2006-11-01,0.017,0.0063,0.0003,0.0042,-0.0103
2006-12-01,0.0085,-0.0116,0.0275,0.004,0.0078000000000000005
2007-01-01,0.0138,0.0009,-0.0068000000000000005,0.0044,0.002
2007-02-01,-0.0196,0.0123,-0.0008,0.0038,-0.0131
2007-03-01,0.0070999999999999995,0.0009,-0.0088,0.0043,0.0259
2007-04-01,0.0349,-0.022099999999999998,-0.014499999999999999,0.0044,-0.0025
2007-05-01,0.0323,0.0016,-0.0058,0.0040999999999999995,-0.0034000000000000002
2007-06-01,-0.0196,0.0073,-0.0105,0.004,0.0052
2007-07-01,-0.037200000000000004,-0.026600000000000002,-0.0368,0.004,0.029500000000000002
2007-08-01,0.009399999999999999,-0.0011,-0.0187,0.0042,-0.0001
2007-09-01,0.0322,-0.0225,-0.0217,0.0032,0.0443
2007-10-01,0.0179,0.0019,-0.0287,0.0032,0.050300000000000004
2007-11-01,-0.048,-0.0281,-0.0109,0.0034000000000000002,0.0109
2007-12-01,-0.0087,0.0011,-0.0051,0.0027,0.06559999999999999
2008-01-01,-0.0633,-0.0102,0.04,0.0021,-0.0774
2008-02-01,-0.030899999999999997,-0.0048,-0.0072,0.0013,0.0613
2008-03-01,-0.009399999999999999,0.0070999999999999995,0.0031,0.0017000000000000001,0.0425
2008-04-01,0.0461,-0.0169,-0.0096,0.0018,-0.0031
2008-05-01,0.0187,0.0297,-0.015,0.0018,0.0338
2008-06-01,-0.0843,0.0115,-0.025099999999999997,0.0017000000000000001,0.1272
2008-07-01,-0.0075,0.026000000000000002,0.052000000000000005,0.0015,-0.0507
2008-08-01,0.015300000000000001,0.034,0.0152,0.0013,-0.045
2008-09-01,-0.0935,-0.010700000000000001,0.056600000000000004,0.0015,0.0078000000000000005
2008-10-01,-0.172,-0.0231,-0.0189,0.0008,0.0784
2008-11-01,-0.0774,-0.0301,-0.0621,0.0003,0.0726
2008-12-01,0.0177,0.0352,0.0005,0.0,-0.0508
2009-01-01,-0.0809,0.0004,-0.11019999999999999,0.0,-0.023700000000000002
2009-02-01,-0.1014,0.0014000000000000002,-0.066,0.0001,0.0436
2009-03-01,0.0901,-0.001,0.0348,0.0002,-0.11800000000000001
2009-04-01,0.1017,0.054000000000000006,0.0538,0.0001,-0.3436
2009-05-01,0.0521,-0.0241,0.0040999999999999995,0.0,-0.12539999999999998
2009-06-01,0.0042,0.0258,-0.0276,0.0001,0.053899999999999997
2009-07-01,0.0774,0.0175,0.0489,0.0001,-0.056100000000000004
2009-08-01,0.0333,-0.011200000000000002,0.076,0.0001,-0.0908
2009-09-01,0.0408,0.024300000000000002,0.0115,0.0001,-0.0483
2009-10-01,-0.0253,-0.0426,-0.0417,0.0,0.0258
2009-11-01,0.056299999999999996,-0.025,-0.0033,0.0,0.0039000000000000003
2009-12-01,0.027999999999999997,0.0601,-0.0011,0.0001,0.0297
2010-01-01,-0.0335,0.0043,0.0033,0.0,-0.0529
2010-02-01,0.0339,0.0118,0.0318,0.0,0.037000000000000005
2010-03-01,0.063,0.0146,0.0219,0.0001,0.0356
2010-04-01,0.0199,0.0484,0.0296,0.0001,0.0319
2010-05-01,-0.079,0.0013,-0.0248,0.0001,-0.0018
2010-06-01,-0.0556,-0.0179,-0.0473,0.0001,-0.0271
2010-07-01,0.0692,0.0022,-0.005,0.0001,0.0179
2010-08-01,-0.0478,-0.0301,-0.0173,0.0001,-0.0006
2010-09-01,0.0955,0.0382,-0.0302,0.0001,0.013500000000000002
2010-10-01,0.0387,0.0108,-0.0246,0.0001,0.015
2010-11-01,0.0059,0.036699999999999997,-0.009000000000000001,0.0001,0.0271
2010-12-01,0.0682,0.0072,0.0356,0.0001,-0.0301
2011-01-01,0.019799999999999998,-0.0229,0.0060999999999999995,0.0001,-0.003
2011-02-01,0.0348,0.015,0.0118,0.0001,0.0189
2011-03-01,0.0045000000000000005,0.024900000000000002,-0.0184,0.0001,0.0342
2011-04-01,0.028999999999999998,-0.0042,-0.024399999999999998,0.0,0.0005
2011-05-01,-0.0127,-0.0073,-0.018500000000000003,0.0,-0.005699999999999999
2011-06-01,-0.0174,-0.0027,-0.002,0.0,0.0182
2011-07-01,-0.0235,-0.011699999999999999,-0.0091,0.0,0.002
2011-08-01,-0.0596,-0.0296,-0.024300000000000002,0.0001,-0.0026
2011-09-01,-0.0758,-0.031200000000000002,-0.015300000000000001,0.0,-0.0236
2011-10-01,0.1133,0.0305,0.0006,0.0,-0.014499999999999999
2011-11-01,-0.0027,-0.0018,-0.0052,0.0,0.0385
2011-12-01,0.0075,-0.005600000000000001,0.0154,0.0,0.0183
2012-01-01,0.050499999999999996,0.020099999999999996,-0.009300000000000001,0.0,-0.0801
2012-02-01,0.044199999999999996,-0.0184,0.0042,0.0,-0.0026
2012-03-01,0.031200000000000002,-0.0063,0.011899999999999999,0.0,0.0132
2012-04-01,-0.0085,-0.0037,-0.0077,0.0,0.0378
2012-05-01,-0.0617,0.0012,-0.0095,0.0001,0.0646
2012-06-01,0.038900000000000004,0.0072,0.0055000000000000005,0.0,-0.0111
2012-07-01,0.0079,-0.0276,-0.0006,0.0,0.03
2012-08-01,0.0254,0.005,0.0123,0.0001,-0.023399999999999997
2012-09-01,0.0273,0.0045000000000000005,0.016200000000000003,0.0001,-0.011399999999999999
2012-10-01,-0.0176,-0.0109,0.0352,0.0001,0.0008
2012-11-01,0.0078000000000000005,0.006,-0.0086,0.0001,0.0053
2012-12-01,0.0118,0.015,0.0348,0.0001,-0.0294
2013-01-01,0.0557,0.0029,0.0101,0.0,-0.0179
2013-02-01,0.0128,-0.003,0.0021,0.0,0.0124
2013-03-01,0.0404,0.0083,-0.0022,0.0,0.0192
2013-04-01,0.015600000000000001,-0.023700000000000002,0.0044,0.0,0.0021
2013-05-01,0.027999999999999997,0.017,0.026699999999999998,0.0,-0.02
2013-06-01,-0.012,0.0131,-0.0005,0.0,0.0058
2013-07-01,0.0565,0.0181,0.0058,0.0,0.0174
2013-08-01,-0.0271,0.0032,-0.0273,0.0,0.0005
2013-09-01,0.0377,0.028900000000000002,-0.0118,0.0,0.0304
2013-10-01,0.0417,-0.015600000000000001,0.012199999999999999,0.0,0.0006
2013-11-01,0.0311,0.0131,0.0019,0.0,0.0038
2013-12-01,0.0281,-0.0044,0.0,0.0,0.0002
2014-01-01,-0.0332,0.009300000000000001,-0.0199,0.0,0.0165
2014-02-01,0.0466,0.0036,-0.0034999999999999996,0.0,0.0215
2014-03-01,0.0043,-0.018600000000000002,0.049,0.0,-0.0327
2014-04-01,-0.0018,-0.0418,0.012199999999999999,0.0,-0.038900000000000004
2014-05-01,0.020499999999999997,-0.018500000000000003,-0.001,0.0,0.0088
2014-06-01,0.026000000000000002,0.0305,-0.0070999999999999995,0.0,0.006500000000000001
2014-07-01,-0.0203,-0.0418,-0.0008,0.0,-0.0019
2014-08-01,0.0424,0.0040999999999999995,-0.005699999999999999,0.0,0.0084
2014-09-01,-0.0196,-0.0359,-0.0147,0.0,0.0064
2014-10-01,0.025099999999999997,0.0405,-0.0163,0.0,-0.0027
2014-11-01,0.0256,-0.020499999999999997,-0.0313,0.0,0.0069
2014-12-01,-0.0005,0.0253,0.0212,0.0,0.0105
2015-01-01,-0.031,-0.0059,-0.0345,0.0,0.037200000000000004
2015-02-01,0.0613,0.0060999999999999995,-0.0179,0.0,-0.028900000000000002
2015-03-01,-0.0111,0.0305,-0.0038,0.0,0.027000000000000003
2015-04-01,0.0059,-0.029900000000000003,0.018000000000000002,0.0,-0.0726
2015-05-01,0.0137,0.0095,-0.0111,0.0,0.0576
2015-06-01,-0.0152,0.0294,-0.008199999999999999,0.0,0.03
2015-07-01,0.015700000000000002,-0.0417,-0.0416,0.0,0.1
2015-08-01,-0.0602,0.0037,0.0275,0.0,-0.021400000000000002
2015-09-01,-0.030600000000000002,-0.0263,0.0055000000000000005,0.0,0.0526
2015-10-01,0.0775,-0.019,-0.004699999999999999,0.0,-0.0329
2015-11-01,0.005699999999999999,0.0358,-0.0043,0.0,0.023
2015-12-01,-0.0215,-0.027999999999999997,-0.025699999999999997,0.0001,0.0333
2016-01-01,-0.0574,-0.034,0.0208,0.0001,0.0149
2016-02-01,-0.0006,0.0073,-0.0060999999999999995,0.0002,-0.0434
2016-03-01,0.0695,0.0075,0.012199999999999999,0.0002,-0.0504
2016-04-01,0.0092,0.0077,0.0322,0.0001,-0.0599
2016-05-01,0.0178,-0.0018,-0.016200000000000003,0.0001,0.014499999999999999
2016-06-01,-0.0003,0.006,-0.0149,0.0002,0.0414
2016-07-01,0.0394,0.0245,-0.0124,0.0002,-0.0339
2016-08-01,0.0049,0.011699999999999999,0.0317,0.0002,-0.0346
2016-09-01,0.0027,0.0208,-0.011899999999999999,0.0002,0.0022
2016-10-01,-0.020099999999999996,-0.043899999999999995,0.041100000000000005,0.0002,0.0055000000000000005
2016-11-01,0.048600000000000004,0.055999999999999994,0.08289999999999999,0.0001,-0.047
2016-12-01,0.0181,0.0014000000000000002,0.0347,0.0003,-0.0026
2017-01-01,0.0194,-0.0116,-0.0276,0.0004,-0.0092
2017-02-01,0.0355,-0.0215,-0.015,0.0004,-0.015300000000000001
2017-03-01,0.0017000000000000001,0.0113,-0.0333,0.0003,-0.0096
2017-04-01,0.0108,0.0066,-0.020499999999999997,0.0005,0.005
2017-05-01,0.010700000000000001,-0.0252,-0.0382,0.0006,0.015
